,attachments,bot_id,comment,display_as_bot,edited,file,inviter,is_intro,is_multiteam,is_thread_broadcast,item,item_type,last_read,name,new_broadcast,old_name,parent_user_id,pinned_to,plain_text,purpose,reactions,replies,reply_count,root,slog_is_mpdm,slog_is_self_dm,slog_is_shared,slog_is_slackbot_dm,subscribed,subtype,text,thread_ts,timestamp,ts,type,unread_count,upload,upload_reply_to,user,username
1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> `coin.pyc` isnâ€™t there for a gitignore reasonâ€¦which is a pain. Here it is for now.,,,"Friday, 27 January 2017",message,,,,U1UCK7AAW,
1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iâ€™m having trouble finding it in the source code or assignment page.,,,"Friday, 27 January 2017",message,,,,U3GPHKJR1,
1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,referring to this part:  ``` There is a biased coin in coin.pyc. You can't see the code to see how biased it is. You can use the coin like this: ```,,,"Friday, 27 January 2017",message,,,,U3GPHKJR1,
1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does anyone have the coin.pyc?,,,"Friday, 27 January 2017",message,,,,U3GPHKJR1,
1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> toastmasters starting in the boardroom now,,,"Friday, 27 January 2017",message,,,,U1UC9NH9Q,
1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nope, just show up",,,"Friday, 27 January 2017",message,,,,U1UC9NH9Q,
1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U1UC9NH9Q> Do we have to register for the event?,,,"Friday, 27 January 2017",message,,,,U3NCECYLR,
1206,,,,,"{u'user': u'U1VA45RE2', u'ts': u'1485476219.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,"Today's Pairs:
Stefan Decker, Nicholas Halpern
Vineet Kumar, Megan	O'Rorke
Zhifan Sang, Lihua	MA
Apoorv Chaudhary, Kuan Li
Aymeric Flaisler, Chris Van Dusen
Christopher Seymour, Jonathan Ng
David Gainer, John Zhu
Dawn Lu, John Graham
Hadi Sulistio, Jeffrey	Li
Hao	Wei, Jason	Scott
Hualei Sang, Jagadeeswari Ramesh
Alexander He, Preethi	Raghavan",,,"Friday, 27 January 2017",message,,,,U1VA45RE2,
1207,,,,,,,,,,,,,,,,,,,,,"[{u'count': 3, u'name': u'+1', u'users': [u'U3NCECYLR', u'U3GND5ABB', u'U3P1FCSTT']}, {u'count': 1, u'name': u'no_mouth', u'users': [u'U3NUVB29W']}]",,,,,,,,,,Public speaking clubs meets tonight at 6pm in the boardroom (1st floor near the howard side entrance),,,"Thursday, 26 January 2017",message,,,,U1UC9NH9Q,
1208,,,,,"{u'user': u'U253BP9K7', u'ts': u'1485466000.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,"Here are three really nifty cheat sheets: python, pandas, and matplotlib. The copies I got off the web might be a bit dated now, and sorry I didn't find original links to them. If you do, please share them!",,,"Thursday, 26 January 2017",message,,,,U253BP9K7,
1209,,,,0,,"{u'filetype': u'pdf', u'channels': [], u'display_as_bot': False, u'id': u'F3WD7T8U9', u'size': 267238, u'title': u'Python Notes.pdf', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F3WD7T8U9/python_notes.pdf', u'ims': [], u'external_type': u'', u'username': u'', u'timestamp': 1485465977, u'public_url_shared': False, u'editable': False, u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F3WD7T8U9/download/python_notes.pdf', u'user': u'U253BP9K7', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'PDF', u'is_external': False, u'mimetype': u'application/pdf', u'permalink_public': u'https://slack-files.com/T1T555TL0-F3WD7T8U9-8b2e2b90c4', u'permalink': u'https://gstudents.slack.com/files/chris.overton/F3WD7T8U9/python_notes.pdf', u'name': u'Python Notes.pdf', u'created': 1485465977, u'pinned_to': [u'G34LMLH32'], u'comments_count': 0, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U253BP9K7|chris.overton> uploaded a file: <https://gstudents.slack.com/files/chris.overton/F3WD7T8U9/python_notes.pdf|Python Notes.pdf>,,,"Thursday, 26 January 2017",message,,1,,U253BP9K7,chris.overton
1210,,,,0,,"{u'filetype': u'pdf', u'channels': [], u'display_as_bot': False, u'id': u'F3XPSJ5CN', u'size': 331417, u'title': u'Pandas DataFrame Notes.pdf', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F3XPSJ5CN/pandas_dataframe_notes.pdf', u'ims': [], u'external_type': u'', u'username': u'', u'timestamp': 1485465965, u'public_url_shared': False, u'editable': False, u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F3XPSJ5CN/download/pandas_dataframe_notes.pdf', u'user': u'U253BP9K7', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'PDF', u'is_external': False, u'mimetype': u'application/pdf', u'permalink_public': u'https://slack-files.com/T1T555TL0-F3XPSJ5CN-2d2b17251d', u'permalink': u'https://gstudents.slack.com/files/chris.overton/F3XPSJ5CN/pandas_dataframe_notes.pdf', u'name': u'Pandas DataFrame Notes.pdf', u'created': 1485465965, u'pinned_to': [u'G34LMLH32'], u'comments_count': 0, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U253BP9K7|chris.overton> uploaded a file: <https://gstudents.slack.com/files/chris.overton/F3XPSJ5CN/pandas_dataframe_notes.pdf|Pandas DataFrame Notes.pdf>,,,"Thursday, 26 January 2017",message,,1,,U253BP9K7,chris.overton
1211,,,,0,,"{u'reactions': [{u'count': 1, u'name': u'+1', u'users': [u'U3NGA49SR']}], u'filetype': u'pdf', u'channels': [], u'display_as_bot': False, u'id': u'F3X6CQJ05', u'size': 1270995, u'title': u'Matplotlib Notes.pdf', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F3X6CQJ05/matplotlib_notes.pdf', u'ims': [], u'external_type': u'', u'username': u'', u'timestamp': 1485465951, u'public_url_shared': False, u'editable': False, u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F3X6CQJ05/download/matplotlib_notes.pdf', u'user': u'U253BP9K7', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'PDF', u'is_external': False, u'mimetype': u'application/pdf', u'permalink_public': u'https://slack-files.com/T1T555TL0-F3X6CQJ05-ef93f8309f', u'permalink': u'https://gstudents.slack.com/files/chris.overton/F3X6CQJ05/matplotlib_notes.pdf', u'name': u'Matplotlib Notes.pdf', u'created': 1485465951, u'pinned_to': [u'G34LMLH32'], u'comments_count': 0, u'mode': u'hosted'}",,,,,,,,,,,,,,,,,,,,,,,,file_share,<@U253BP9K7|chris.overton> uploaded a file: <https://gstudents.slack.com/files/chris.overton/F3X6CQJ05/matplotlib_notes.pdf|Matplotlib Notes.pdf>,,,"Thursday, 26 January 2017",message,,1,,U253BP9K7,chris.overton
1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U1UCK7AAW> Thank you thank you! :slightly_smiling_face:,,,"Thursday, 26 January 2017",message,,,,U365TCNH3,
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U365TCNH3> Fixed. Thanks for the heads up.,,,"Thursday, 26 January 2017",message,,,,U1UCK7AAW,
1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The link to the reading gives a 404 :disappointed:
<https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/power-bayesian/readings/power_derivation.pdf>",,,"Thursday, 26 January 2017",message,,,,U365TCNH3,
1215,,,,,,,,,,,,,,,,,,,,,"[{u'count': 5, u'name': u'smile', u'users': [u'U1UCK7AAW', u'U3GEBV00H', u'U365TCNH3', u'U3NGA49SR', u'U3QBGLLB1']}]",,,,,,,,,,ive been beaten :rage:,,,"Thursday, 26 January 2017",message,,,,U3NUVB29W,
1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<https://github.com/zipfian/DSI_Lectures/blob/master/power-bayesian/brad_jacobs/power_lecture_brad.pdf>,,,"Thursday, 26 January 2017",message,,,,U3NUVB29W,
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<https://github.com/zipfian/DSI_Lectures/blob/master/power-bayesian/brad_jacobs/power_lecture_brad.pdf>,,,"Thursday, 26 January 2017",message,,,,U3QBGLLB1,
1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All:  Just added the samplers.py file in the same lecture notebook.  Pull the changes and you should be good to go.,,,"Wednesday, 25 January 2017",message,,,,U1VA45RE2,
1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> Pairs for today:
```Vineet Kumar, Preethi	Raghavan
Zhifan Sang, Nicholas Halpern
Apoorv Chaudhary, Megan	O'Rorke
Aymeric Flaisler, Lihua	MA
Chris Van Dusen, Kuan Li
Christopher Seymour, Koyuki Nakamori
David Gainer, Karey	Shumansky
Dawn Lu, Jonathan Ng
Hadi Sulistio, John Zhu
Hao	Wei, John Graham
Hualei Sang, Jeffrey	Li
Jagadeeswari Ramesh, Jason	Scott
Alexander He, Stefan Decker```",,,"Wednesday, 25 January 2017",message,,,,U1UCK7AAW,
1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> Just a reminder your LinkedIn profiles are due in less than 30 minutes! EVERYONE must turn one in! :smile:,,,"Wednesday, 25 January 2017",message,,,,U36C8HHU3,
1221,,,,,"{u'user': u'U3NGA49SR', u'ts': u'1485379679.000000'}",,,,,,,,,,,,,,,,"[{u'count': 2, u'name': u'+1', u'users': [u'U3NCECYLR', u'U1VA45RE2']}]",,,,,,,,,,"if you want to learn vim, type `vimtutor` in the terminal for a good tutorial (assuming you have it installed)",,,"Wednesday, 25 January 2017",message,,,,U3NGA49SR,
1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> More fire life safety testing fun! Heads up that elevator testing will begin *tomorrow* (1/26) at 8:00am starting with Howard elevators and then moving to Tehama. Only one elevator will be out of service at a time during testing.,,,"Wednesday, 25 January 2017",message,,,,U3F1AHRHT,
1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It sais the website doesn't exist,,,"Wednesday, 25 January 2017",message,,,,U3K6F21UG,
1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U1UCK7AAW> Still doesn't work for me,,,"Wednesday, 25 January 2017",message,,,,U3K6F21UG,
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks for fixing this Cary!,,,"Wednesday, 25 January 2017",message,,,,U1VA45RE2,
1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thx,,,"Wednesday, 25 January 2017",message,,,,U3K6F21UG,
1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U3K6F21UG> The reading links should work now,,,"Wednesday, 25 January 2017",message,,,,U1UCK7AAW,
1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thank you! :thumbsup: :slightly_smiling_face:,,,"Wednesday, 25 January 2017",message,,,,U365TCNH3,
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Give it as shot.,,,"Wednesday, 25 January 2017",message,,,,U1VA45RE2,
1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Should be working now.,,,"Wednesday, 25 January 2017",message,,,,U1VA45RE2,
1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"works now, thanks!",,,"Wednesday, 25 January 2017",message,,,,U365TCNH3,
1232,,,,,"{u'user': u'U365TCNH3', u'ts': u'1485371977.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,<@U1VA45RE2> the link to the data for this assignment is broken :see_no_evil: Could you send us the data files via slack or another accessible medium? Thanks! :slightly_smiling_face:,,,"Wednesday, 25 January 2017",message,,,,U365TCNH3,
1233,,,,,,,,,,,,,,,,,,,,,"[{u'count': 1, u'name': u'+1', u'users': [u'U365TCNH3']}]",,,,,,,,,,"""it seems like itâ€™s not a popular library, made more for a specific purpose/project. i imagine itâ€™s possible to do these things with scipy?""  I think so.  I'll check into this as well.",,,"Wednesday, 25 January 2017",message,,,,U1VA45RE2,
1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks for letting me know John.  Will check.,,,"Wednesday, 25 January 2017",message,,,,U1VA45RE2,
1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U1VA45RE2> The links to the readings don't work,,,"Wednesday, 25 January 2017",message,,,,U3K6F21UG,
1236,,,,,"{u'user': u'U365TCNH3', u'ts': u'1485370882.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,"hereâ€™s the link to the samplers package
<https://anaconda.org/pesoto/samplers>
it seems like itâ€™s not a popular library, made more for a specific purpose/project. i imagine itâ€™s possible to do these things with scipy?",,,"Wednesday, 25 January 2017",message,,,,U365TCNH3,
1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conda install -c pesoto samplers=1.0.0,,,"Wednesday, 25 January 2017",message,,,,U1VA45RE2,
1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pip install sampler,,,"Wednesday, 25 January 2017",message,,,,U3NGA49SR,
1239,"[{u'image_bytes': 296030, u'title': u'Significant', u'text': u'[Title text] ""'So, uh, we did the green study again and got no link. It was probably a--' 'RESEARCH CONFLICTED ON GREEN JELLY BEAN/ACNE LINK; MORE STUDY RECOMMENDED!'""', u'author_link': u'http://xkcd.com/', u'image_width': 540, u'author_name': u'xkcd', u'title_link': u'http://xkcd.com/882/', u'image_height': 1498, u'image_url': u'http://imgs.xkcd.com/comics/significant.png', u'fallback': u'xkcd: Significant', u'service_icon': u'https://a.slack-edge.com/bfaba/img/unfurl_icons/xkcd.png', u'id': 1}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<https://xkcd.com/882/>,,,"Wednesday, 25 January 2017",message,,,,U3ND5SKJ4,
1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the rest of the xkcd comic:,,,"Wednesday, 25 January 2017",message,,,,U3ND5SKJ4,
1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,"Wednesday, 25 January 2017",message,,,,U3QFYFMB8,
1242,,,,,"{u'user': u'U3GPHKJR1', u'ts': u'1485368657.000000'}",,,,,,,,,,,,,,,,,,,,,,,,,,"<@U1VA45RE2> in the lecture notes, there is a line `import samplers as spl` . which package this is?  I tried `conda install samplers` but could not install the package.",,,"Wednesday, 25 January 2017",message,,,,U3GPHKJR1,
1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does anyone have a usb side screen ? I want to buy one but not sure about the size / brand,,,"Wednesday, 25 January 2017",message,,,,U3QFYFMB8,
1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> Good morning! Happy Wednesday! A reminder that you must slack me with you Linkedin URL by 2 pm today :slightly_smiling_face:,,,"Wednesday, 25 January 2017",message,,,,U36C8HHU3,
1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Awesome! Thanks, Alex!",,,"Wednesday, 25 January 2017",message,,,,U365TCNH3,
1246,,,,0,,"{u'thumb_480_w': 270, u'image_exif_rotation': 1, u'initial_comment': {u'comment': u'Hmm, seems that if you register and then cancel before selecting number of pool seats, you maybe able to save the coupon for the next ride whenever. Notice the ""promo offer applied"" at the bottom right when I re-opened google maps just now', u'created': 1485323361, u'timestamp': 1485323361, u'is_intro': True, u'user': u'U3H4FK351', u'id': u'Fc3W65UDSQ', u'channel': u''}, u'filetype': u'jpg', u'thumb_480': u'https://files.slack.com/files-tmb/T1T555TL0-F3VCHQ8KS-abe9056dca/image_uploaded_from_ios_480.jpg', u'display_as_bot': False, u'id': u'F3VCHQ8KS', u'thumb_480_h': 480, u'original_h': 667, u'thumb_360_w': 202, u'title': u'Image uploaded from iOS', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F3VCHQ8KS/image_uploaded_from_ios.jpg', u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F3VCHQ8KS-abe9056dca/image_uploaded_from_ios_360.jpg', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F3VCHQ8KS-abe9056dca/image_uploaded_from_ios_64.jpg', u'ims': [], u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F3VCHQ8KS-abe9056dca/image_uploaded_from_ios_80.jpg', u'thumb_360_h': 360, u'size': 77103, u'external_type': u'', u'username': u'', u'timestamp': 1485323361, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F3VCHQ8KS-abe9056dca/image_uploaded_from_ios_160.jpg', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F3VCHQ8KS/download/image_uploaded_from_ios.jpg', u'user': u'U3H4FK351', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'JPEG', u'is_external': False, u'mimetype': u'image/jpeg', u'permalink_public': u'https://slack-files.com/T1T555TL0-F3VCHQ8KS-3fca8d5e7a', u'permalink': u'https://gstudents.slack.com/files/alexheman/F3VCHQ8KS/image_uploaded_from_ios.jpg', u'name': u'Image uploaded from iOS.jpg', u'created': 1485323361, u'original_w': 375, u'comments_count': 1, u'mode': u'hosted', u'channels': []}",,,,,,,,,,,,,,,,,,,,,,,,file_share,"<@U3H4FK351|alexheman> uploaded a file: <https://gstudents.slack.com/files/alexheman/F3VCHQ8KS/image_uploaded_from_ios.jpg|Image uploaded from iOS> and commented: Hmm, seems that if you register and then cancel before selecting number of pool seats, you maybe able to save the coupon for the next ride whenever. Notice the ""promo offer applied"" at the bottom right when I re-opened google maps just now",,,"Wednesday, 25 January 2017",message,,1,,U3H4FK351,alexheman
1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet! Did you do it? Do you know if you have to use the $15 for a ride right away, or can you use it another time?",,,"Wednesday, 25 January 2017",message,,,,U365TCNH3,
1248,,,,0,,"{u'thumb_480_w': 270, u'reactions': [{u'count': 5, u'name': u'+1', u'users': [u'U3QFYFMB8', u'U3NGA49SR', u'U3KBWD3CY', u'U365TCNH3', u'U3GPHKJR1']}], u'image_exif_rotation': 1, u'initial_comment': {u'comment': u'Use google maps, hit the new hail ride tab, and connect your account for an uber ride for up to $15. I'm not sure how long it will last so take advantage of it! And unfortunately no, I'm not being sponsored by uber :laughing:', u'created': 1485318018, u'timestamp': 1485318018, u'is_intro': True, u'user': u'U3H4FK351', u'id': u'Fc3VC0QA5N', u'channel': u''}, u'filetype': u'jpg', u'thumb_480': u'https://files.slack.com/files-tmb/T1T555TL0-F3W5YTZQV-06d794acb2/book_an_uber_for_free__480.jpg', u'display_as_bot': False, u'id': u'F3W5YTZQV', u'thumb_480_h': 480, u'original_h': 667, u'thumb_360_w': 202, u'title': u'Book an Uber for free!', u'url_private': u'https://files.slack.com/files-pri/T1T555TL0-F3W5YTZQV/book_an_uber_for_free_.jpg', u'thumb_360': u'https://files.slack.com/files-tmb/T1T555TL0-F3W5YTZQV-06d794acb2/book_an_uber_for_free__360.jpg', u'thumb_64': u'https://files.slack.com/files-tmb/T1T555TL0-F3W5YTZQV-06d794acb2/book_an_uber_for_free__64.jpg', u'ims': [], u'thumb_80': u'https://files.slack.com/files-tmb/T1T555TL0-F3W5YTZQV-06d794acb2/book_an_uber_for_free__80.jpg', u'thumb_360_h': 360, u'size': 103246, u'external_type': u'', u'username': u'', u'timestamp': 1485318018, u'public_url_shared': False, u'editable': False, u'thumb_160': u'https://files.slack.com/files-tmb/T1T555TL0-F3W5YTZQV-06d794acb2/book_an_uber_for_free__160.jpg', u'url_private_download': u'https://files.slack.com/files-pri/T1T555TL0-F3W5YTZQV/download/book_an_uber_for_free_.jpg', u'user': u'U3H4FK351', u'groups': [u'G34LMLH32'], u'is_public': False, u'pretty_type': u'JPEG', u'is_external': False, u'mimetype': u'image/jpeg', u'permalink_public': u'https://slack-files.com/T1T555TL0-F3W5YTZQV-c97b8ed26b', u'permalink': u'https://gstudents.slack.com/files/alexheman/F3W5YTZQV/book_an_uber_for_free_.jpg', u'name': u'Book an Uber for free!.jpg', u'created': 1485318018, u'original_w': 375, u'comments_count': 1, u'mode': u'hosted', u'channels': []}",,,,,,,,,,,,,,,,,,,,,,,,file_share,"<@U3H4FK351|alexheman> uploaded a file: <https://gstudents.slack.com/files/alexheman/F3W5YTZQV/book_an_uber_for_free_.jpg|Book an Uber for free!> and commented: Use google maps, hit the new hail ride tab, and connect your account for an uber ride for up to $15. I'm not sure how long it will last so take advantage of it! And unfortunately no, I'm not being sponsored by uber :laughing:",,,"Wednesday, 25 January 2017",message,,1,,U3H4FK351,alexheman
1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"```Zhifan Sang, Stefan Decker
Apoorv Chaudhary, Preethi	Raghavan
Aymeric Flaisler, Nicholas Halpern
Chris Van Dusen, Megan	O'Rorke
Christopher Seymour, Lihua	MA
David Gainer, Kuan Li
Dawn Lu, Koyuki Nakamori
Hadi Sulistio, Karey	Shumansky
Hao	Wei, Jonathan Ng
Hualei Sang, John Zhu
Jagadeeswari Ramesh, John Graham
Jason	Scott, Jeffrey	Li
Alexander He, Vineet Kumar```",,,"Tuesday, 24 January 2017",message,,,,U1UCK7AAW,
1250,,,,,,,U365TCNH3,,,,,,,,,,,,,,,,,,,,,,,group_join,<@U1UC9NH9Q|darren_reger> has joined the group,,,"Tuesday, 24 January 2017",message,,,,U1UC9NH9Q,
1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U1UC9NH9Q> + other instructors.... is there any methodology to determining the number of bins for a given histogram?,,,"Tuesday, 24 January 2017",message,,,,U365TCNH3,
1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FYI Jenny's code works without the exclamation mark at the end. Thanks again Jenny!,,,"Tuesday, 24 January 2017",message,,,,U3GPHKJR1,
1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!channel> For the Linkedin updates, Iâ€™ll start looking at them at 2 pm on Wednesday, so please get them done prior to that. Slack me with your URL when youâ€™re done so I can find you all easily! If you have any questions ahead of time, feel free to PM me and we can chat :slightly_smiling_face: Remember your updates need to include: Photo, title, industry, location, all contact info, URL, summary, skills, Galvanize listed under current experience and under education with description. We will talk more later about talking about your work experience and projects (only briefly covered them today â€” but if you have relevant projects from before Galvanize, you should add them!), but if youâ€™d like to give these a shot now it will save you time later!",,,"Tuesday, 24 January 2017",message,,,,U36C8HHU3,
1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks <@U36C8HHU3> ! What time is the Linkedin bio/photo update due on Weds?,,,"Tuesday, 24 January 2017",message,,,,U3Q82DWV9,
1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<!channel> Hi all! Iâ€™ve put the CS powerpoints into the shared folder. Let me know if youâ€™re having trouble accessing them. Please also remember that everyone needs to get me that informational questionnaire completed tonight!,,,"Tuesday, 24 January 2017",message,,,,U36C8HHU3,
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks for the breakout and handy tricks for getting plots to show <@U253BP9K7> ! Was good to see more examples of do/avoid for graphing and interpreting.,,,"Tuesday, 24 January 2017",message,,,,U3Q82DWV9,
1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thanks, Jenny! You da you da best! :slightly_smiling_face:",,,"Tuesday, 24 January 2017",message,,,,U365TCNH3,
1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thank you Jenny!,,,"Tuesday, 24 January 2017",message,,,,U3GPHKJR1,
1259,,,,,,,,,,,,,,,,,,,,,"[{u'count': 5, u'name': u'+1', u'users': [u'U3NGA49SR', u'U365TCNH3', u'U3H4FK351', u'U3H8AKK5K', u'U3P7WHB9T']}]",,,,,,,,,,"FYI, you can get a free ticket by using the code  IREALLYLOVEJOKES !",,,"Tuesday, 24 January 2017",message,,,,U3F1AHRHT,
1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<https://www.eventbrite.com/e/comedy-vs-nerds-standup-comedy-show-tickets-30565854293?aff=eac2>,,,"Tuesday, 24 January 2017",message,,,,U3GPHKJR1,
1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hey guys, there is a comedy show this thursday night.  $12 for group of 10 or more.  Anyone interested?",,,"Tuesday, 24 January 2017",message,,,,U3GPHKJR1,
1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ok...looks like you're too busy for a breakout now, so we won't do this one.",,,"Tuesday, 24 January 2017",message,,,,U253BP9K7,
1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trick for getting plots even from ipython.
Today's lecture code works when you're in a notebook environment with inline plotting.
If you're in pure ipython, you can get a plot via sns (seaborn) by just calling the 'show' method on plt (matplotlib.)
This works even for fancier sns plot types:
```
In [3]: plt.plot(range(4), [1,5,2,6])
Out[3]: [&lt;matplotlib.lines.Line2D at 0x118073c10&gt;]
In [4]: plt.show()
In [5]: import seaborn as sns
In [6]: sns.set()
In [7]: plt.show()
In [8]: plt.plot(range(4), [1,5,2,6])
Out[8]: [&lt;matplotlib.lines.Line2D at 0x11bdea5d0&gt;]
In [9]: plt.show()
In [10]: sns.distplot([1,3,4,3,5,4,8,11])
Out[10]: &lt;matplotlib.axes._subplots.AxesSubplot at 0x11c372850&gt;
In [11]: plt.show()
```",,,"Tuesday, 24 January 2017",message,,,,U253BP9K7,
1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OH, NO - I FORGOT THE BREAKOUT! The breakout for this day is mainly about qualitative evaluation and interpretation of graphs. This is more basic content, which would have fit better early in the day (whose schedule got squished today.) Let's say: if we get at least five up-votes here, I'll do a breakout at 5. This would still be optional if you're busy on your sprint.",,,"Tuesday, 24 January 2017",message,,,,U253BP9K7,
1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Repo update! We just switched which repo your Learn interface will look at. So the correct link for the ipython notebook is as follows (the markdown file still doesn't render properly, and you want .ipynb anyway so you can play with the code using ```jupyter notebook```
<https://github.com/zipfian/DSI_Lectures/blob/master/pandas-seaborn/chris_overton/plotting_intro_cwo.ipynb>",,,"Monday, 23 January 2017",message,,,,U253BP9K7,
1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You should definitely play with the code (like in the notebook!) It's very difficult to learn this stuff without a lot of experimentation.,,,"Monday, 23 January 2017",message,,,,U253BP9K7,
1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I just checked in my plotting presentation at the following link (as an ipython notebook.) Caution: the conversion to markdown didn't work on the embedded graphs - I'll have to fix this.
<https://learn.galvanize.com/content/gSchool/dsi-curriculum/master/pandas-seaborn/slides/chris_overton/plotting_intro_cwo.ipynb>",,,"Monday, 23 January 2017",message,,,,U253BP9K7,
1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<@U36C8HHU3> Hi Mary!  Where can we find your slides shown to us today and last week?,,,"Monday, 23 January 2017",message,,,,U3NCECYLR,
1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or `conda install seaborn` :slightly_smiling_face:,,,"Monday, 23 January 2017",message,,,,U365TCNH3,
1270,,,,,,,,,,,,,,,,,,,,,"[{u'count': 2, u'name': u'+1', u'users': [u'U3NGA49SR', u'U3GND5ABB']}]",,,,,,,,,,"i noticed my seaborn doesnâ€™t work either and apparently it is not installed by default.  To install it, simply ```pip install seaborn``` in the terminal",,,"Monday, 23 January 2017",message,,,,U3GPHKJR1,
1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good observation!,,,"Monday, 23 January 2017",message,,,,U3GPHKJR1,
